Car_name,Model_year,Present_price,Cost_price,Reselling_price,Km_driven,Fuel,Seller,transmission,owner,Seats,Location,Mileage,Engine,Power
Ford Figo Aspire Titanium Plus Diesel,2019,7.8,7.4,7.55,13000,Diesel,Dealer,Manual,Test Drive Car,7,Delhi,14.0 kmpl,2179 CC,138.1 bhp
Renault Pulse RxZ Optional,2012,7.8,7.4,7.55,47000,Diesel,Dealer,Manual,First Owner,5,Coimbatore,18.9 kmpl,1197 CC,82 bhp
Maruti Ciaz 1.4 Alpha,2018,7,6.6,6.75,22000,Petrol,Individual,Manual,First Owner,4,Chennai,16.82 kmpl,1998 CC,189.08 bhp
Nissan Terrano XL P,2017,8,7.6,7.75,30000,Petrol,Individual,Manual,First Owner,5,Delhi,13.4 kmpl,1794 CC,125 bhp
Maruti Ciaz 1.4 Alpha,2018,5.4,5,5.15,20000,Petrol,Individual,Manual,First Owner,5,Kolkata,14.28 kmpl,1798 CC,138.03 bhp
Tata Manza Club Class Quadrajet90 LX,2013,3.9,3.5,3.65,60000,Diesel,Individual,Manual,First Owner,5,Kochi,10.4 kmpl,2393 CC,163.5 bhp
Toyota Camry M/t,2008,9.3,8.9,9.05,75000,Petrol,Individual,Manual,Second Owner,7,Chennai,16.0 kmpl,1997 CC,140 bhp
Maruti Alto K10 LXI,2010,8.1,7.7,7.85,64000,Petrol,Dealer,Manual,First Owner,,Chennai,19.5 kmpl,1061 CC,null bhp
Maruti SX4 S Cross DDiS 320 Delta,2015,5.9,5.5,5.65,80000,Diesel,Individual,Manual,First Owner,4,Mumbai,17.44 kmpl,1998 CC,189.08 bhp
Renault Duster 85PS Diesel RxZ,2017,5,4.6,4.75,90000,Diesel,Individual,Manual,First Owner,5,Pune,33.54 km/kg,998 CC,67.04 bhp
Maruti Swift ZXI Plus,2018,7,6.6,6.75,30000,Petrol,Individual,Manual,First Owner,5,Jaipur,21.1 kmpl,1248 CC,73.9 bhp
Toyota Corolla H3,2003,8,7.6,7.75,120000,Petrol,Individual,Automatic,Second Owner,5,Delhi,22.07 kmpl,1199 CC,73.9 bhp
Maruti Celerio ZXI,2019,4,3.6,3.75,20000,Petrol,Dealer,Manual,First Owner,5,Kochi,20.36 kmpl,1197 CC,78.9 bhp
Tata Safari DICOR 2.2 EX 4x2,2013,5,4.6,4.75,100000,Diesel,Individual,Manual,First Owner,5,Jaipur,19.0 kmpl,998 CC,66.1 bhp
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018,6,5.6,5.75,31000,Petrol,Dealer,Manual,First Owner,5,Hyderabad,26.6 km/kg,998 CC,58.16 bhp
Maruti Alto 800 LXI,2013,9,8.6,8.75,47000,Petrol,Dealer,Manual,First Owner,5,Hyderabad,20.51 kmpl,998 CC,67.04 bhp
Tata Nexon 1.2 Revotron XM,2018,8,7.6,7.75,11200,Petrol,Individual,Manual,First Owner,7,Coimbatore,24.2 kmpl,1498 CC,98.6 bhp
Maruti Alto 800 LXI,2018,4,3.6,3.75,35000,Petrol,Dealer,Manual,First Owner,5,Jaipur,21.1 kmpl,814 CC,55.2 bhp
Maruti Wagon R Duo Lxi,2010,5.4,5,5.15,50000,LPG,Dealer,Manual,First Owner,5,Mumbai,14.84 kmpl,1598 CC,103.52 bhp
Maruti Ertiga SHVS VDI,2015,6.6,6.2,6.35,55000,Diesel,Dealer,Manual,First Owner,5,Delhi,28.09 kmpl,1248 CC,88.5 bhp
Maruti Omni E MPI STD BS IV,2018,8.9,8.5,8.65,20000,Petrol,Dealer,Manual,First Owner,5,Coimbatore,15.26 kmpl,2143 CC,203.2 bhp
Mahindra Bolero B4,2017,8.7,8.3,8.45,75000,Diesel,Dealer,Manual,First Owner,5,Pune,20.0 kmpl,1968 CC,138.1 bhp
Maruti Celerio VXI,2017,6.9,6.5,6.65,93000,Petrol,Dealer,Manual,First Owner,5,Delhi,24.3 kmpl,1248 CC,88.5 bhp
Chevrolet Beat Diesel LT Option,2009,6.6,6.2,6.35,57000,Diesel,Dealer,Manual,Second Owner,5,Hyderabad,13.45 km/kg,1086 CC,62.1 bhp
Maruti Eeco Smiles 5 Seater AC,2014,6.8,6.4,6.55,30000,Petrol,Dealer,Manual,First Owner,5,Kolkata,24.0 kmpl,1120 CC,70 bhp
Renault Duster 85PS Diesel RxE,2013,7.2,6.8,6.95,73000,Diesel,Dealer,Manual,First Owner,7,Delhi,25.47 kmpl,1248 CC,88.50 bhp
Maruti Swift Dzire VDI,2016,6.3,5.9,6.05,65000,Diesel,Dealer,Manual,First Owner,5,Ahmedabad,17.0 kmpl,1197 CC,80 bhp
Maruti Swift 1.3 VXi,2009,5.3,4.9,5.05,62000,Petrol,Dealer,Manual,Second Owner,7,Coimbatore,16.0 kmpl,2179 CC,140 bhp
Hyundai Santro GLS I - Euro II,2007,5.1,4.7,4.85,85000,Petrol,Dealer,Manual,First Owner,5,Kochi,13.7 kmpl,1798 CC,157.75 bhp
Chevrolet Spark 1.0 PS,2010,4.3,3.9,4.05,73000,Petrol,Individual,Manual,First Owner,5,Kochi,20.73 kmpl,1373 CC,91.1 bhp
Maruti Swift ZDi,2012,4.6,4.2,4.35,55000,Diesel,Dealer,Manual,First Owner,5,Kolkata,19.67 kmpl,1582 CC,126.2 bhp
Maruti Omni E MPI STD BS IV,2016,7.5,7.1,7.25,5800,Petrol,Individual,Manual,Second Owner,5,Chennai,23.59 kmpl,1364 CC,null bhp
Toyota Innova 2.5 V Diesel 8-seater,2009,4.8,4.4,4.55,350000,Diesel,Individual,Manual,First Owner,5,Chennai,17.0 kmpl,1497 CC,118 bhp
Maruti Swift ZXI Plus,2018,8.7,8.3,8.45,30000,Petrol,Individual,Manual,First Owner,7,Hyderabad,13.5 kmpl,2198 CC,157.7 bhp
Maruti Swift Dzire VDI,2018,6.5,6.1,6.25,20000,Diesel,Individual,Manual,First Owner,5,Pune,21.9 kmpl,1396 CC,90 bhp
Hyundai EON Era Plus,2018,6.4,6,6.15,20000,Petrol,Individual,Manual,First Owner,5,Kolkata,17.0 kmpl,1497 CC,121.36 bhp
Maruti Alto LXi,2007,6.5,6.1,6.25,100000,Petrol,Individual,Manual,Second Owner,5,Coimbatore,17.0 kmpl,1197 CC,80 bhp
Maruti Wagon R Stingray VXI,2013,5.7,5.3,5.45,65000,Petrol,Individual,Manual,First Owner,5,Ahmedabad,16.1 kmpl,1298 CC,88.2 bhp
Ford Figo Diesel Celebration Edition,2013,5.7,5.3,5.45,90000,Diesel,Individual,Manual,Second Owner,5,Hyderabad,19.0 kmpl,1199 CC,88.7 bhp
Toyota Innova 2.5 E Diesel MS 7-seater,2011,6.5,6.1,6.25,267000,Diesel,Individual,Manual,Second Owner,7,Kochi,11.1 kmpl,2400 CC,200 bhp
Mahindra Scorpio 2.6 CRDe,2005,6.4,6,6.15,250000,Diesel,Individual,Manual,Second Owner,5,Delhi,21.4 kmpl,1197 CC,83.1 bhp
Mahindra Xylo D2,2011,4.6,4.2,4.35,140000,Diesel,Individual,Manual,Second Owner,5,Kochi,17.9 kmpl,2143 CC,136 bhp
Honda City i-VTEC CVT ZX,2018,5.6,5.2,5.35,22000,Petrol,Dealer,Automatic,First Owner,5,Hyderabad,25.17 kmpl,799 CC,53.3 bhp
Honda Jazz Select Edition Active,2010,4.3,3.9,4.05,60000,Petrol,Dealer,Manual,Second Owner,5,Coimbatore,18.16 kmpl,1196 CC,86.8 bhp
Honda City i-VTEC VX,2018,5.4,5,5.15,28635,Petrol,Dealer,Manual,First Owner,7,Jaipur,13.0 kmpl,2982 CC,168.5 bhp
Honda Amaze VX Diesel BSIV,2018,6.7,6.3,6.45,32114,Diesel,Dealer,Manual,First Owner,5,Chennai,17.0 kmpl,1497 CC,118 bhp
Maruti Celerio VXI,2014,8.6,8.2,8.35,82000,Petrol,Dealer,Manual,Second Owner,7,Pune,15.4 kmpl,2523 CC,75 bhp
Maruti Swift VXI BSIII,2006,5.4,5,5.15,95149,Petrol,Dealer,Manual,Second Owner,5,Hyderabad,13.2 kmpl,1995 CC,170 bhp
Honda Amaze VX i-VTEC,2018,6.5,6.1,6.25,68458,Petrol,Dealer,Manual,First Owner,5,Jaipur,24.3 kmpl,1248 CC,88.5 bhp
Maruti Ritz VXi,2010,4.6,4.2,4.35,42000,Petrol,Individual,Manual,First Owner,5,Delhi,11.74 kmpl,1796 CC,186 bhp
Honda City i DTEC V,2014,5.8,5.4,5.55,90000,Diesel,Individual,Manual,Second Owner,5,Kolkata,17.01 kmpl,1591 CC,121.3 bhp
Hyundai EON D Lite,2016,6.5,6.1,6.25,30000,Petrol,Individual,Manual,First Owner,5,Kochi,24.0 kmpl,1186 CC,73.97 bhp
Maruti Alto LXi,2009,8.6,8.2,8.35,80000,Petrol,Individual,Manual,Second Owner,5,Kolkata,20.14 kmpl,1498 CC,88 bhp
Toyota Innova 2.5 GX (Diesel) 7 Seater,2015,7.5,7.1,7.25,128000,Diesel,Individual,Manual,First Owner,5,Kochi,18.0 kmpl,1198 CC,86.7 bhp
Nissan Terrano XV Premium 110 PS,2013,4.5,4.1,4.25,80000,Diesel,Individual,Manual,First Owner,5,Pune,10.1 kmpl,2354 CC,152 bhp
Maruti Baleno Alpha 1.3,2016,5.4,5,5.15,100000,Diesel,Individual,Manual,First Owner,5,Ahmedabad,17.92 kmpl,1086 CC,62.1 bhp
Nissan Sunny XV D Premium Leather,2015,4.6,4.2,4.35,50000,Diesel,Individual,Manual,First Owner,5,Coimbatore,15.0 kmpl,2143 CC,107.3 bhp
Toyota Etios Liva GD,2012,4.2,3.8,3.95,56000,Diesel,Individual,Manual,First Owner,5,Delhi,18.0 kmpl,1198 CC,86.7 bhp
Hyundai EON 1.0 Era Plus,2018,3.8,3.4,3.55,21302,Petrol,Individual,Manual,First Owner,7,Pune,12.55 kmpl,2982 CC,168.5 bhp
Hyundai i20 Active 1.4 SX,2016,3.5,3.1,3.25,100000,Diesel,Individual,Manual,First Owner,5,Pune,17.01 kmpl,1591 CC,121.3 bhp
Mahindra TUV 300 T8,2017,6.5,6.1,6.25,80000,Diesel,Individual,Manual,First Owner,4,Delhi,10.5 kmpl,2993 CC,271.23 bhp
Hyundai Getz 1.3 GLS,2010,4.6,4.2,4.35,105546,Petrol,Individual,Manual,First Owner,5,Mumbai,22.69 kmpl,1995 CC,190 bhp
Toyota Etios Liva 1.2 V,2018,5.8,5.4,5.55,10000,Petrol,Individual,Manual,First Owner,5,Jaipur,21.9 kmpl,1396 CC,88.76 bhp
Toyota Innova 2.5 GX 7 STR BSIV,2012,5.6,5.2,5.35,80000,Diesel,Individual,Manual,Second Owner,5,Chennai,18.5 kmpl,1399 CC,68 bhp
Hyundai i20 Magna Optional 1.2,2013,7.6,7.2,7.35,35000,Petrol,Individual,Manual,First Owner,5,Pune,14.0 kmpl,1061 CC,64 bhp
Hyundai Elite i20 Asta Option BSIV,2019,7.6,7.2,7.35,11240,Petrol,Individual,Manual,First Owner,5,Kolkata,19.1 kmpl,1197 CC,81.86 bhp
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,7.6,7.2,7.35,120000,Diesel,Individual,Manual,First Owner,7,Chennai,14.02 kmpl,2179 CC,118.3 bhp
Toyota Etios GD,2011,5.6,5.2,5.35,120000,Diesel,Individual,Manual,Third Owner,5,Coimbatore,19.27 kmpl,2143 CC,167.62 bhp
Maruti Swift VDI BSIV,2016,7.8,7.4,7.55,70000,Diesel,Individual,Manual,First Owner,5,Kolkata,20.36 kmpl,1197 CC,78.9 bhp
Mahindra Scorpio VLX 2WD BSIV,2014,7.8,7.4,7.55,130000,Diesel,Individual,Manual,Third Owner,7,Mumbai,11.5 kmpl,2982 CC,171 bhp
Renault KWID RXL,2019,6.5,6.1,6.25,40000,Petrol,Individual,Manual,First Owner,5,Chennai,19.16 kmpl,2494 CC,158.2 bhp
Maruti Alto K10 VXI,2015,7.6,7.2,7.35,60000,Petrol,Individual,Manual,Second Owner,5,Kolkata,20.0 kmpl,1399 CC,68 bhp
Honda City 1.5 S MT,2011,5.6,5.2,5.35,110000,Petrol,Individual,Manual,First Owner,5,Kolkata,19.1 kmpl,1197 CC,81.86 bhp
Honda City i DTEC VX,2014,9.1,8.7,8.85,130000,Diesel,Individual,Manual,First Owner,5,Kochi,18.6 kmpl,1197 CC,81.83 bhp
Maruti Alto LXi BSIII,2009,11.2,10.8,10.95,80000,Petrol,Individual,Manual,Second Owner,5,Jaipur,19.2 km/kg,1086 CC,68.05 bhp
Maruti Swift Dzire VDi,2009,10,9.6,9.75,120000,Diesel,Individual,Manual,Second Owner,5,Chennai,24.6 km/kg,1193 CC,55.23 bhp
Honda Amaze E i-Dtech,2015,13,12.6,12.75,104000,Diesel,Individual,Manual,Second Owner,5,Hyderabad,28.4 kmpl,1248 CC,73.75 bhp
Maruti Swift Dzire LXi,2011,15,14.6,14.75,100000,Petrol,Individual,Manual,Second Owner,5,Kolkata,17.0 kmpl,1497 CC,118 bhp
Honda City 1.3 EXI,2003,12,11.6,11.75,132343,Petrol,Individual,Manual,Second Owner,5,Delhi,27.39 kmpl,1248 CC,74 bhp
Hyundai Creta 1.4 CRDi S Plus,2016,11.2,10.8,10.95,90000,Diesel,Individual,Manual,Second Owner,5,Kolkata,18.3 kmpl,1197 CC,null bhp
Maruti Wagon R VXI BS IV,2007,11.6,11.2,11.35,60000,Petrol,Individual,Manual,Second Owner,5,Jaipur,21.1 kmpl,814 CC,55.2 bhp
Honda Jazz 1.5 SV i DTEC,2015,14,13.6,13.75,76000,Diesel,Individual,Manual,First Owner,5,Delhi,20.14 kmpl,1498 CC,88 bhp
Maruti 800 EX,2004,15,14.6,14.75,60000,Petrol,Individual,Manual,Third Owner,5,Coimbatore,25.44 kmpl,936 CC,57.6 bhp
Mahindra Renault Logan 1.6 Petrol GLSX,2009,14.3,13.9,14.05,30000,Petrol,Individual,Manual,Second Owner,5,Ahmedabad,22.48 kmpl,1995 CC,190 bhp
Tata Indigo LS,2010,12.8,12.4,12.55,96000,Diesel,Individual,Manual,Second Owner,5,Mumbai,17.9 kmpl,2143 CC,170 bhp
Mahindra Marazzo M8 8Str,2018,13.6,13.2,13.35,10000,Diesel,Individual,Manual,First Owner,5,Coimbatore,24.07 kmpl,998 CC,67.1 bhp
Toyota Etios Liva 1.4 VD,2017,14.9,14.5,14.65,36000,Diesel,Dealer,Manual,First Owner,5,Coimbatore,20.14 kmpl,1197 CC,81.86 bhp
Honda Amaze VX O iDTEC,2017,15,14.6,14.75,12997,Diesel,Dealer,Manual,First Owner,5,Coimbatore,19.81 kmpl,1086 CC,68.05 bhp
Maruti Ciaz 1.4 AT Zeta,2017,14.3,13.9,14.05,40000,Petrol,Individual,Automatic,First Owner,5,Kolkata,13.5 kmpl,1405 CC,null bhp
Hyundai Verna CRDi 1.6 SX Option,2018,14.5,14.1,14.25,26430,Diesel,Dealer,Manual,First Owner,5,Jaipur,23.4 kmpl,1248 CC,74 bhp
Maruti Swift 1.3 VXI ABS,2015,13.7,13.3,13.45,24600,Petrol,Dealer,Manual,First Owner,5,Mumbai,25.4 kmpl,1186 CC,73.97 bhp
Maruti Wagon R LXI,2011,14.7,14.3,14.45,28481,Petrol,Dealer,Manual,First Owner,5,Chennai,22.71 kmpl,1461 CC,84.8 bhp
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,14.6,14.2,14.35,100000,Petrol,Individual,Manual,First Owner,5,Mumbai,15.8 kmpl,1591 CC,121.3 bhp
Mahindra XUV500 W8 2WD,2013,2.9,2.5,2.65,41988,Diesel,Dealer,Manual,First Owner,7,Delhi,12.9 kmpl,2755 CC,174.5 bhp
Maruti Wagon R LXI,2009,11.4,11,11.15,30375,Petrol,Dealer,Manual,First Owner,5,Pune,18.5 kmpl,1197 CC,85.80 bhp
Renault KWID Climber 1.0 AMT BSIV,2017,12.4,12,12.15,7658,Petrol,Dealer,Automatic,First Owner,5,Delhi,23.08 kmpl,1461 CC,63.12 bhp
Maruti Swift Dzire VDI,2017,5.8,5.4,5.55,34400,Diesel,Dealer,Manual,First Owner,5,Hyderabad,17.5 kmpl,1198 CC,75 bhp
Renault KWID RXL BSIV,2017,6.7,6.3,6.45,18500,Petrol,Dealer,Manual,First Owner,5,Mumbai,23.0 kmpl,1498 CC,98.96 bhp
Maruti Alto VXi,2015,4.9,4.5,4.65,26134,Petrol,Dealer,Manual,First Owner,5,Kolkata,15.04 kmpl,1598 CC,103.6 bhp
Maruti Wagon R AMT VXI,2014,3.8,3.4,3.55,28942,Petrol,Dealer,Automatic,First Owner,5,Mumbai,19.01 kmpl,1461 CC,108.5 bhp
Mahindra XUV500 W8 2WD,2012,5.7,5.3,5.45,53600,Diesel,Dealer,Manual,First Owner,5,Mumbai,15.73 kmpl,1968 CC,174.33 bhp
Toyota Innova 2.5 G (Diesel) 8 Seater,2015,6.8,6.4,6.55,53652,Diesel,Dealer,Manual,First Owner,7,Delhi,12.99 kmpl,2494 CC,100 bhp
Maruti Ritz VDi,2011,5.3,4.9,5.05,52895,Diesel,Dealer,Manual,First Owner,5,Delhi,17.57 kmpl,1193 CC,88.7 bhp
Hyundai Verna SX Diesel,2013,6.7,6.3,6.45,42324,Diesel,Dealer,Manual,Second Owner,7,Bangalore,11.5 kmpl,2982 CC,171 bhp
Mahindra XUV500 W10 1.99 mHawk,2016,6.6,6.2,6.35,65000,Diesel,Dealer,Manual,First Owner,5,Pune,16.09 kmpl,1995 CC,184 bhp
Mahindra Scorpio EX,2012,5.5,5.1,5.25,60236,Diesel,Dealer,Manual,First Owner,5,Chennai,22.7 kmpl,1598 CC,118 bhp
Maruti Wagon R VXI BS IV,2014,6.7,6.3,6.45,70000,Petrol,Individual,Manual,Second Owner,5,Pune,17.0 kmpl,1497 CC,118 bhp
Maruti Wagon R VXI BS IV,2014,8.7,8.3,8.45,70000,Petrol,Individual,Manual,Third Owner,5,Jaipur,26.59 kmpl,1248 CC,74 bhp
Mahindra Xylo E8,2009,6.7,6.3,6.45,100000,Diesel,Individual,Manual,Second Owner,5,Kochi,22.69 kmpl,1995 CC,190 bhp
Fiat 500 Lounge,2008,7.2,6.8,6.95,110000,Diesel,Individual,Manual,First Owner,5,Chennai,19.34 kmpl,1198 CC,76 bhp
Renault Triber RXT BSIV,2019,4.8,4.4,4.55,10300,Petrol,Individual,Manual,First Owner,5,Coimbatore,21.4 kmpl,1197 CC,83.1 bhp
Fiat Grande Punto EVO 1.3 Active,2014,6.3,5.9,6.05,120000,Diesel,Individual,Manual,Second Owner,5,Coimbatore,26.21 kmpl,1248 CC,88.5 bhp
Tata New Safari 4X4 EX,2012,4.8,4.4,4.55,142000,Diesel,Individual,Manual,First Owner,5,Coimbatore,17.9 kmpl,2143 CC,136 bhp
Mahindra TUV 300 mHAWK100 T8,2017,7.5,7.1,7.25,25000,Diesel,Individual,Manual,First Owner,7,Delhi,24.5 kmpl,1498 CC,98.6 bhp
Tata Altroz XE,2020,4.7,4.3,4.45,5000,Petrol,Individual,Manual,First Owner,8,Delhi,12.99 kmpl,2494 CC,100.6 bhp
Hyundai Creta 1.6 CRDi SX,2016,7.3,6.9,7.05,52600,Diesel,Individual,Manual,First Owner,5,Kochi,14.74 kmpl,2993 CC,270.9 bhp
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2016,9.4,9,9.15,28643,Petrol,Dealer,Manual,First Owner,5,Chennai,17.6 kmpl,1496 CC,88.8 bhp
Honda City i DTEC VX,2014,8.1,7.7,7.85,50000,Diesel,Individual,Manual,First Owner,5,Kochi,25.44 kmpl,936 CC,57.6 bhp
Maruti Wagon R ZXI 1.2,2019,3.6,3.2,3.35,30000,Petrol,Dealer,Manual,First Owner,5,Delhi,12.8 kmpl,2354 CC,177.6 bhp
Hyundai Santro Sportz BSIV,2020,11,10.6,10.75,5000,Petrol,Individual,Manual,First Owner,5,Hyderabad,19.7 kmpl,796 CC,46.3 bhp
Mahindra XUV500 AT W10 FWD,2018,4.5,4.1,4.25,30000,Diesel,Individual,Automatic,First Owner,5,Bangalore,19.3 kmpl,1968 CC,141 bhp
Maruti Baleno Delta Automatic,2018,7.2,6.8,6.95,7600,Petrol,Individual,Automatic,First Owner,7,Delhi,12.8 kmpl,2494 CC,102 bhp
Chevrolet Beat Diesel LS,2013,7.4,7,7.15,47253,Diesel,Dealer,Manual,First Owner,5,Chennai,17.11 kmpl,1968 CC,174.33 bhp
Maruti Alto K10 VXI AGS,2015,6.5,6.1,6.25,4432,Petrol,Dealer,Automatic,Second Owner,5,Kochi,24.3 kmpl,1248 CC,88.5 bhp
Tata Indica GLS BS IV,2010,5.6,5.2,5.35,110000,Petrol,Individual,Manual,Second Owner,5,Kochi,18.9 kmpl,1197 CC,82 bhp
Hyundai Grand i10 Sportz,2014,6.5,6.1,6.25,25000,Petrol,Individual,Manual,First Owner,5,Chennai,13.4 kmpl,1794 CC,125 bhp
Tata Indica Vista Terra 1.4 TDI,2009,4.6,4.2,4.35,70000,Diesel,Individual,Manual,Second Owner,7,Coimbatore,17.6 kmpl,2179 CC,153.86 bhp
Hyundai i20 Active S Petrol,2016,6.5,6.1,6.25,68523,Petrol,Dealer,Manual,First Owner,5,Pune,17.0 kmpl,1197 CC,80 bhp
Hyundai EON 1.0 Era Plus,2019,4.5,4.1,4.25,5000,Petrol,Individual,Manual,First Owner,5,Mumbai,17.01 kmpl,1591 CC,121.3 bhp
Tata Tigor 1.2 Revotron XT,2018,4.7,4.3,4.45,40000,Petrol,Individual,Manual,First Owner,5,Mumbai,14.0 kmpl,796 CC,35 bhp
Hyundai Xcent 1.2 CRDi E,2017,8.6,8.2,8.35,43000,Diesel,Individual,Manual,First Owner,5,Kochi,24.7 kmpl,796 CC,47.3 bhp
Maruti Alto Green LXi (CNG),2010,5.7,5.3,5.45,80251,CNG,Dealer,Manual,Second Owner,5,Bangalore,19.27 kmpl,2143 CC,167.62 bhp
Hyundai i20 1.2 Era,2010,4.6,4.2,4.35,34500,Petrol,Individual,Manual,Second Owner,5,Jaipur,19.81 kmpl,1086 CC,68.05 bhp
Ford Ikon 1.4 ZXi,2000,6.3,5.9,6.05,42743,Petrol,Dealer,Manual,Third Owner,5,Mumbai,14.67 kmpl,1798 CC,177.46 bhp
Chevrolet Beat Diesel LS,2013,8.2,7.8,7.95,93900,Diesel,Individual,Manual,Second Owner,5,Mumbai,21.5 kmpl,1498 CC,108.5 bhp
Maruti Zen VXi - BS III,2004,9.7,9.3,9.45,80000,Petrol,Individual,Manual,First Owner,5,Hyderabad,17.8 kmpl,1248 CC,null bhp
Chevrolet Beat Diesel LS,2012,4.6,4.2,4.35,110000,Diesel,Individual,Manual,First Owner,5,Pune,14.8 kmpl,1799 CC,130.2 bhp
BMW 7 Series 730Ld,2011,5.4,5,5.15,100000,Diesel,Individual,Automatic,Second Owner,5,Coimbatore,12.05 kmpl,1995 CC,154 bhp
Chevrolet Optra Magnum 2.0 LT,2012,5.59,5.19,5.34,25000,Diesel,Individual,Manual,First Owner,5,Hyderabad,17.92 kmpl,1086 CC,62.1 bhp
Chevrolet Optra Magnum 2.0 LT,2012,9.54,9.14,9.29,25000,Diesel,Individual,Manual,First Owner,5,Hyderabad,17.8 kmpl,1248 CC,null bhp
Maruti A-Star Lxi,2009,9.85,9.45,9.6,25000,Petrol,Individual,Manual,First Owner,5,Jaipur,11.1 kmpl,2354 CC,142 bhp
Ford Endeavour 3.2 Titanium AT 4X4,2019,4.15,3.75,3.9,20000,Diesel,Individual,Automatic,First Owner,7,Kolkata,20.77 kmpl,1248 CC,88.76 bhp
Chevrolet Spark 1.0 LT,2013,6.87,6.47,6.62,10000,Petrol,Individual,Manual,First Owner,5,Kochi,18.6 kmpl,1388 CC,67 bhp
Honda WR-V i-DTEC VX,2018,9.83,9.43,9.58,30000,Diesel,Individual,Manual,First Owner,7,Hyderabad,12.07 kmpl,2967 CC,241.4 bhp
Hyundai Accent GLX,2010,8.12,7.72,7.87,110000,Petrol,Individual,Manual,Second Owner,5,Coimbatore,17.11 kmpl,1968 CC,174.33 bhp
Maruti Ertiga VDI Limited Edition,2014,8.61,8.21,8.36,80000,Diesel,Individual,Manual,Second Owner,5,Hyderabad,22.3 kmpl,1248 CC,74 bhp
Mahindra KUV 100 mFALCON G80 K2 Plus,2016,8.89,8.49,8.64,21000,Petrol,Individual,Manual,First Owner,5,Chennai,18.1 kmpl,1493 CC,110 bhp
Maruti Alto K10 VXI,2016,8.92,8.52,8.67,20000,Petrol,Individual,Manual,First Owner,5,Mumbai,16.1 kmpl,1950 CC,194 bhp
Maruti Swift VDI BSIV,2015,3.6,3.2,3.35,32000,Diesel,Individual,Manual,First Owner,5,Mumbai,22.69 kmpl,1995 CC,190 bhp
Mitsubishi Montero 3.2 MT,2007,10.38,9.98,10.13,180000,Diesel,Individual,Manual,First Owner,5,Ahmedabad,24.0 kmpl,1120 CC,70 bhp
Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,2012,9.94,9.54,9.69,70000,Diesel,Individual,Manual,Second Owner,5,Coimbatore,16.95 kmpl,1197 CC,78.9 bhp
Hyundai i20 Magna Optional 1.4 CRDi,2013,7.71,7.31,7.46,50000,Diesel,Individual,Manual,First Owner,5,Kochi,16.1 kmpl,1197 CC,85 bhp
Hyundai i20 Magna Optional 1.4 CRDi,2013,7.21,6.81,6.96,50000,Diesel,Individual,Manual,First Owner,5,Kolkata,17.92 kmpl,1086 CC,62.1 bhp
Ford Endeavour 4x2 XLT,2004,10.79,10.39,10.54,120000,Diesel,Individual,Manual,First Owner,4,Delhi,17.54 kmpl,2993 CC,313 bhp
Hyundai EON Sportz,2012,10.79,10.39,10.54,55766,Petrol,Individual,Manual,Second Owner,5,Mumbai,22.1 km/kg,1586 CC,85.7 bhp
Nissan Micra XL,2011,10.79,10.39,10.54,40000,Petrol,Individual,Manual,Second Owner,5,Bangalore,17.43 kmpl,1396 CC,105.5 bhp
Maruti 800 Std,2001,5.09,4.69,4.84,60000,Petrol,Individual,Manual,Third Owner,5,Ahmedabad,23.4 kmpl,1248 CC,74 bhp
Maruti Swift LXi BSIV,2008,7.98,7.58,7.73,50000,Petrol,Individual,Manual,First Owner,5,Pune,28.4 kmpl,1248 CC,74 bhp
Maruti Swift Dzire VDi,2010,3.95,3.55,3.7,110000,Diesel,Individual,Manual,Second Owner,5,Kochi,19.5 kmpl,1968 CC,141 bhp
Renault Duster 85PS Diesel RxL,2013,5.71,5.31,5.46,1000,Diesel,Dealer,Manual,Second Owner,5,Coimbatore,19.6 kmpl,1461 CC,108.45 bhp
Maruti Ignis 1.3 Delta,2018,8.01,7.61,7.76,26350,Diesel,Dealer,Manual,First Owner,8,Bangalore,10.5 kmpl,2179 CC,120 bhp
Maruti SX4 Vxi BSIV,2012,3.46,3.06,3.21,110000,Petrol,Individual,Manual,Second Owner,5,Ahmedabad,18.12 kmpl,1995 CC,190 bhp
Tata Indigo CS LX (TDI) BS-III,2015,4.41,4.01,4.16,68745,Diesel,Dealer,Manual,First Owner,5,Chennai,17.3 kmpl,1061 CC,64 bhp
Maruti Alto 800 LXI,2006,4.99,4.59,4.74,132000,Petrol,Individual,Manual,First Owner,5,Hyderabad,14.0 kmpl,1061 CC,64 bhp
Mahindra Bolero Power Plus SLX,2019,5.87,5.47,5.62,35000,Diesel,Individual,Manual,First Owner,5,Mumbai,18.6 kmpl,1197 CC,81.83 bhp
Mahindra XUV500 W6 2WD,2016,6.49,6.09,6.24,47000,Diesel,Individual,Manual,First Owner,5,Pune,17.0 km/kg,1086 CC,null bhp
Tata Indigo TDI,2013,3.95,3.55,3.7,100000,Diesel,Individual,Manual,First Owner,7,Delhi,18.0 kmpl,2993 CC,255 bhp
